"","burial.number","Latitude","Longitude"
"170","5_056",37.9405043613296,23.6935625577586
"171","5_071",37.9405312144369,23.6936285819367
"172","5_194",37.9405122448885,23.6936351342267
"173","5_134",37.9405257553948,23.6936544356205
"174","5_099",37.9405152673126,23.6936049946771
"175","5_066",37.9405143627218,23.6935978869377
"176","5_103",37.9405057459253,23.6936183800506
"177","5_065",37.9405077068626,23.6935938394649
"178","5_112",37.9405027423143,23.6936075244574
"179","5_105",37.9405086791489,23.6936027051692
"180","5_090",37.9404062919622,23.6931488384433
"181","5_113",37.9404252835897,23.6932352533518
"182","5_082",37.9404545001379,23.6932524872073
"183","5_189",37.9404801326767,23.6934112027128
"184","5_160",37.940476689733,23.6934180839364
"185","5_158",37.9404683026609,23.6934629446091
"186","5_162",37.9404748765638,23.6934807727447
"187","5_045",37.9404681919764,23.6934960331208
"188","5_061",37.9404674447808,23.6935507251253
"189","5_057",37.9404789962788,23.6935436848603
"190","5_165",37.9404832046829,23.6935647685301
"191","5_062",37.940472639854,23.6935706814419
"192","5_063",37.9404900855595,23.6935865910001
"193","5_253",37.9404815128108,23.693635946495
"194","5_241",37.9404918790361,23.6936158011496
"195","5_244",37.9404881339126,23.6936115810609
"196","5_237",37.9404969114225,23.6936042724328
"197","5_195",37.9404934258403,23.6936024490782
"198","5_177",37.9404910021614,23.6935951872229
"199","5_029",37.9404531164339,23.6933280338746
"200","5_040",37.9403885902373,23.6932707423644
"201","5_110",37.9403881324241,23.693284853485
"202","5_120",37.9403801897512,23.6932726506657
"203","5_114",37.9403583062192,23.6932616293548
"204","5_115",37.9403411313836,23.6931981471701
"205","5_096",37.9404561284587,23.6928703809245
"206","5_041",37.9404386064959,23.6928498366922
"207","5_159",37.9404546042596,23.69344314901
"208","5_166",37.9404527593518,23.6934558923423
"209","5_172",37.9404397200892,23.6934613160122
"210","5_178",37.9404383563246,23.6934691877286
"211","5_077",37.9404609749617,23.69349693727
"212","5_100",37.9404502043276,23.6934999786773
"213","5_052",37.9404470664082,23.6935101054017
"214","5_050",37.9404470899622,23.6935190956907
"215","5_043",37.9404338299045,23.6934897843792
"216","5_098",37.9404287706714,23.6934931262654
"217","5_185",37.9404295943212,23.6934830991142
"218","5_186",37.9404223653398,23.6934863157776
"219","5_187",37.9404239224535,23.6934765598268
"220","5_181",37.9404273993064,23.6934509739161
"221","5_031",37.9404195161993,23.693454960343
"222","5_030",37.9404173527676,23.6934641247785
"223","5_204",37.9403987358128,23.6934776243958
"224","5_215",37.9404085158253,23.6934903692304
"225","5_046",37.9404044376603,23.6934557050129
"226","5_203",37.9404158584603,23.6934424721627
"227","5_199",37.9404224544316,23.6934236649441
"228","5_208",37.9404219703716,23.6934081648127
"229","5_179",37.9404083763692,23.6934371490233
"230","5_180",37.9404013582348,23.693439655821
"231","5_033",37.9403962671646,23.6934291287565
"232","5_207",37.9403842981746,23.6934501946301
"233","5_036",37.9403853835834,23.6934296533365
"234","5_086",37.9403763803128,23.6934233783413
"235","5_035",37.9403655970892,23.6934143931869
"236","5_034",37.9403584351815,23.6934101873921
"237","5_037",37.9403461716177,23.6934158331503
"238","5_111",37.9403499228518,23.6933257578118
"239","5_108",37.9403358343264,23.6933352463448
"240","5_038",37.9403326592265,23.693331184358
"241","5_039",37.9403359930748,23.6933232588955
"242","5_054",37.9402864222017,23.6933172331345
"243","5_091",37.9402764147921,23.6932335814763
"244","5_119",37.9402573247248,23.6932048227013
"245","5_064",37.9404550131871,23.6935465913934
"246","5_067",37.940452068908,23.6935497856047
"247","5_173",37.9404592316037,23.6935350273846
"248","5_209",37.9404437640212,23.693540365589
"249","IX_825",37.9402631960115,23.6935236625017
"250","IX_837",37.9402659576545,23.6934782814863
"251","IX_828",37.9402822682099,23.693492306605
"252","IX_870",37.9402868587764,23.6934580102291
"253","IX_832",37.9402955861263,23.6934910685691
"254","IX_847",37.94031189889,23.6935506612117
"255","IX_851",37.9403417518626,23.6934943307593
"256","IX_839",37.9403344727118,23.6934918154105
"257","IX_834",37.9403269108653,23.693491482831
"258","IX_814",37.9403118989169,23.6935864554064
"259","IX_838",37.9403164410985,23.6936024939249
"260","IX_844",37.940328286082,23.6935502490892
"261","IX_857",37.9403376455498,23.6935517804705
"262","IX_841",37.9403324561391,23.6935412117112
"263","IX_840",37.9403351162462,23.6935361967184
"264","IX_845",37.9403428094337,23.6935350584294
"265","IX_869",37.9403356880951,23.693543584645
"266","IX_858",37.9403540819854,23.6935281923184
"267","IX_854",37.9403475137415,23.6935496771607
"268","IX_859",37.9403621464584,23.6935280675935
"269","IX_860",37.9403637456896,23.6935336986771
"270","IX_815",37.9403362478351,23.6936196420089
"271","IX_833",37.9403439260775,23.6936097000517
"272","IX_825",37.9403494826994,23.6936142232481
"273","IX_842",37.940362104252,23.6935945316931
"274","IX_850",37.9403624251708,23.6935518875148
"275","IX_849",37.9403711567241,23.6935590342466
"276","IX_861",37.9403817999596,23.6935538072416
"277","IX_848",37.9403747899938,23.6935714758685
"278","IX_843",37.9403734764275,23.6936198507285
"279","IX_862",37.9403867243324,23.6935629784857
"280","IX_864",37.940387668662,23.6935632351491
"281","IX_866",37.9403913763394,23.6936398746094
"282","IX_836",37.9403966429541,23.6936692591333
"283","IX_873",37.9404358884617,23.693621902591
"284","IX_863",37.9404451711889,23.6936547026432
"285","IX_853",37.9404225518696,23.6936645362833
"286","IX_852",37.9404154238598,23.6936615696268
"287","IX_931",37.9404167643492,23.6936826652577
"288","IX_928",37.9404258396232,23.6937119701671
"289","IX_931",37.940440569106,23.6937476187261
"290","IX_932",37.9404557629179,23.6937344441376
"291","IX_985",37.9404612409275,23.6937116972104
"292","IX_939",37.9404636409738,23.693759509236
"293","IX_941",37.9404660573061,23.6937381475444
"294","IX_1029",37.9404674467557,23.693702556871
"295","IX_972",37.9404649432001,23.6936640998343
"296","IX_1001",37.9404716719046,23.6936815108241
"297","IX_947",37.9404761203862,23.6936941254596
"298","IX_1030",37.9404850855776,23.6937044508838
"299","IX_946",37.9404751417292,23.6937255082853
"300","IX_940",37.940479170382,23.6937416343431
"301","IX_1047",37.9404696913155,23.6937952941881
"302","IX_990",37.940477015958,23.6937645767989
"303","IX_942",37.9404859190962,23.6937567088958
"304","IX_1039",37.9404829655796,23.6937890854955
"305","IX_1003",37.9404771049043,23.6938078532119
"306","IX_1056",37.9404804908461,23.6938091432583
"307","IX_1005",37.9404898301672,23.6938267391119
"308","IX_1036",37.9404979071717,23.6938097078747
"309","IX_1035",37.940497533811,23.6938371711022
"310","IX_1034",37.9404988572209,23.6938328114983
"311","IX_1012",37.9405039965702,23.6937137424371
"312","IX_1011",37.9405056710862,23.6937157725114
"313","IX_943",37.9405036077676,23.6937349545626
"314","IX_1037",37.9405089221842,23.6937905283006
"315","IX_1033",37.9405134145573,23.6937799737198
"316","IX_1026",37.9405083638825,23.6938306642089
"317","IX_1053",37.9405132311973,23.6938201092041
"318","IX_1027",37.9405115713882,23.693823697494
"319","IX_986",37.9405190913831,23.6938703729307
"320","IX_1014",37.9405239110732,23.6938626267711
"321","IX_1023",37.9405165613083,23.6938599887678
"322","IX_1024",37.9405201451018,23.6938476820088
"323","IX_1025",37.9405233180346,23.6938485120464
"324","IX_1071",37.9405287530139,23.6938850814251
"325","IX_1070",37.9405309164024,23.6938428254965
"326","IX_1063",37.9405324374262,23.693825467682
"327","IX_1062",37.9405358979284,23.6938418157673
"328","IX_1054",37.9405385948847,23.6938384780667
"329","IX_1013",37.9405406250435,23.693872741224
"330","IX_1010",37.9405394430061,23.6938674076795
"331","IX_1065",37.9405409190028,23.6938576395414
"332","IX_995",37.9405456330181,23.6938312119971
"333","IX_1056",37.9405442568282,23.6938791172216
"334","IX_1015",37.9405515115572,23.6938881467746
"335","IX_1052",37.9405503673813,23.6938972819252
"336","IX_994",37.9405608113654,23.6938575827192
"337","IX_1065",37.940576205724,23.693861798604
"338","IX_1051",37.9405870399627,23.6938503401392
"339","IX_1072",37.940591253659,23.693866234437
"340","IX_1061",37.9405900200843,23.6938732373052
"341","IX_1007",37.9405869246927,23.6939016951767
"342","IX_1055",37.9405994357557,23.6938790269918
"343","IX_1009",37.9405972598997,23.693897577928
"344","IX_1073",37.9405934551359,23.6939105172237
"345","IX_1067",37.9405970966425,23.6939202651584
"346","IX_975",37.9405898218822,23.6939500833337
"347","IX_1042",37.9406121939105,23.6939969586396
"348","IX_1041",37.9406138255479,23.6939894897965
"349","IX_974",37.9406220688918,23.6939509366366
"350","IX_823",37.9406392102898,23.6939917988215
"351","IX_1049",37.9406380865432,23.6939608560104
"352","IX_1006",37.9406282289239,23.6938922513653
"353","IX_973",37.940625218678,23.6939112279969
"354","IX_1044",37.9406335440435,23.6939040293894
"355","IX_1031",37.940636551508,23.6939267022667
"356","IX_1058",37.9406462066811,23.6939603043399
"357","IX_1046",37.9406516449817,23.6939554348006
"358","IX_1043",37.940648001644,23.6939449858401
"359","IX_1068",37.9406491726696,23.6939247536663
"360","IX_1045",37.940654510808,23.6939349964018
"361","IX_1057",37.9406575822382,23.6939387140425
"362","IX_1060",37.940658909132,23.6939425743855
"363","IX_1069",37.9406665820654,23.6939457504789
"364","IX_855",37.940669634573,23.6939601497226
"365","IX_819",37.9406684196177,23.6939677260847
"366","IX_822",37.9406581401034,23.6939717725377
"367","IX_821",37.9406608672206,23.6939937444318
"368","IX_812",37.9406640809376,23.6940101664163
"369","IX_846",37.9406894035623,23.6939780481017
"370","IX_813",37.940692689891,23.6939822598917
"371","IV_377",37.9401785507707,23.6934861689279
"372","IV_080",37.9402108567263,23.6935095181595
"373","IV_477",37.9402209988138,23.6936164474232
"374","IV_138",37.9401333069042,23.6937103029713
"375","IV_104",37.9399901046033,23.6936780143223
"376","IV_103",37.9400103121504,23.6936947202657
"377","IV_347",37.9400056334793,23.693700556201
"378","IV_368",37.940002571524,23.6936928873687
"379","IV_420",37.9399931015104,23.6937272756598
"380","IV_363",37.9399939681286,23.6936930325327
"381","IV_371",37.940004890343,23.6937179334073
"382","IV_366",37.9400056832608,23.6936861794253
"383","IV_392",37.9399740850978,23.693700784626
"384","IV_364",37.9399774970077,23.693686863822
"385","IV_384",37.9399747661833,23.6936848381725
"386","IV_394",37.9400813516727,23.693806359176
"387","IV_393",37.9400968826387,23.6937963071176
"388","IV_404",37.9400923629089,23.6938294684846
"389","IV_278",37.9401104472992,23.6937987746366
"390","IV_463",37.9401171985223,23.693821353204
"391","IV_417",37.940116959019,23.6938293658546
"392","IV_418",37.9401216758572,23.6938384548749
"393","IV_319",37.9401238490665,23.6938715871893
"394","IV_279",37.9401331786647,23.6937835361605
"395","IV_300",37.9401347322071,23.6938457519996
"396","IV_301",37.9401305954763,23.6938592673013
"397","IV_315",37.9401359903023,23.6938615504194
"398","IV_316",37.9401342211959,23.693882957108
"399","IV_317",37.9401349897277,23.6938776860122
"400","IV_123",37.9401396350456,23.6937595857812
"401","IV_284",37.9401379185836,23.6937680427358
"402","IV_299",37.9401621574272,23.6939303574208
"403","IV_237",37.9401750251191,23.6938655572625
"404","IV_541",37.9401725678084,23.6938564588066
"405","IV_242",37.9401606201305,23.6938409257568
"406","IV_475",37.940190697341,23.6937187134985
"407","IV_447",37.9401954367754,23.6937612181033
"408","IV_522",37.9401920127357,23.6938142379421
"409","IV_599",37.9401843016944,23.6938237077162
"410","IV_079",37.9401799496967,23.6938210913603
"411","IV_413",37.9402091827278,23.6938326022197
"412","IV_632",37.94018321923,23.6939080850112
"413","IV_631",37.9401858557609,23.6938954317518
"414","IV_602",37.9401977281491,23.6939045831142
"415","IV_151",37.9401992497346,23.6938908806971
"416","IV_150",37.9402074467887,23.6938987124952
"417","IV_362",37.9401962652361,23.693876986545
"418","IV_627",37.9402076726628,23.693870335023
"419","IV_612",37.9402016050477,23.693874434449
"420","IV_072",37.9402038527463,23.6938695611741
"421","IV_623",37.9402019612608,23.6938714115199
"422","IV_470",37.940233968629,23.6936726069254
"423","IV_369",37.9402182240658,23.6936675140095
"424","IV_370",37.9402227741526,23.6936793474948
"425","IV_490",37.9402126992228,23.6937150551048
"426","IV_215",37.9402437881512,23.6937052680912
"427","IV_177",37.9402414489601,23.6937082412612
"428","IV_293",37.9402190327051,23.6937440003864
"429","IV_188",37.9402310795594,23.6937643616393
"430","IV_193",37.9402381856743,23.6937562110675
"431","IV_029",37.9402362576498,23.693748923265
"432","IV_196",37.9402341884487,23.6937448589261
"433","IV_557",37.940217675777,23.6937902984355
"434","IV_484",37.9402188596427,23.6938173339934
"435","IV_056",37.9402183346148,23.693829205735
"436","IV_055",37.9402194523151,23.6938526590822
"437","IV_054",37.9402111852233,23.6938607712417
"438","IV_356",37.9402139077554,23.6938592850087
"439","IV_294",37.9402418660531,23.6938675828844
"440","IV_474",37.9402381715323,23.6938837297392
"441","IV_303",37.9402200141832,23.6938865492565
"442","IV_302",37.9402289925969,23.693906067542
"443","IV_304",37.9402146965556,23.6939058460883
"444","IV_476",37.9402215420808,23.6939072924058
"445","IV_483",37.9402152592658,23.6939083724217
"446","IV_608",37.9402088903344,23.6939202867476
"447","IV_071",37.9402258928207,23.6939118399939
"448","IV_350",37.9402231945276,23.6939222459272
"449","IV_309",37.9402351786889,23.6939317473426
"450","IV_211",37.9402440408743,23.6939175238113
"451","IV_218",37.9402317279603,23.6939522005831
"452","IV_098",37.9402401673104,23.6939461953271
"453","IV_059",37.940245832224,23.6939855722489
"454","IV_778",37.9402102741785,23.6940013831147
"455","IV_586",37.9402184734311,23.6940100581901
"456","IV_533",37.9402238508797,23.6940029424846
"457","IV_365",37.9402193736871,23.6939927770127
"458","IV_530",37.9402247048078,23.6939893134063
"459","IV_292",37.940220659944,23.6939952297722
"460","IV_587",37.9402252155204,23.6939719632947
"461","IV_353",37.9402352988562,23.6939776796237
"462","IV_229",37.9402376149388,23.693991366041
"463","IV_231",37.9402345305901,23.6940030379237
"464","IV_480",37.9402345388566,23.6940061981721
"465","IV_266",37.9402485299269,23.693995955679
"466","IV_531",37.940249991788,23.6939807797665
"467","IV_578",37.9402467844255,23.694009167412
"468","IV_118",37.940246917329,23.6940175950387
"469","IV_162",37.9402456315711,23.6940363527045
"470","IV_010",37.9402278429376,23.6940192200121
"471","IV_593",37.9402243433439,23.6940213410812
"472","IV_695",37.9402271533723,23.6940322862233
"473","XI_916",37.9402236533939,23.6940339156686
"474","XI_1038",37.9402296876554,23.6940442851848
"475","XI_925",37.9402095322085,23.6940154327907
"476","XI_900",37.9401985451908,23.6940146615095
"477","XI_878",37.9402061959788,23.6940269452575
"478","IV_310",37.940268855635,23.6938852484446
"479","IV_318",37.9402525624422,23.6939029841898
"480","IV_006",37.9402516741616,23.6938624937039
"481","IV_466/529",37.9402565616182,23.6938369042613
"482","IV_173",37.9402563624133,23.6937793917975
"483","IV_358",37.9402605809898,23.6937761433509
"484","IV_414",37.9402827440323,23.6937789607767
"485","IV_372",37.9403035228169,23.6938145407926
"486","IV_115",37.9402953605111,23.6937841760251
"487","IV_116",37.940309691688,23.6937806042828
"488","IV_039",37.9403053894459,23.6937639422555
"489","IV_065",37.9403426247253,23.6937777230717
"490","IV_066",37.9403344850134,23.6937893899025
"491","IV_030",37.9403287934636,23.6938063144178
"492","IV_067",37.9403441657049,23.6938020794189
"493","IV_383",37.9403498948855,23.6937995313776
"494","IV_437",37.9403301384989,23.6937864582884
"495","IV_149",37.9403367318057,23.6938189497527
"496","IV_050",37.9403359133841,23.6937614307067
"497","IV_258",37.9403156518094,23.6937557568799
"498","IV_078",37.9403604938926,23.6937805026576
"499","IV_077",37.9403640607837,23.6938044374545
"500","IV_076",37.9403687740325,23.6937773772328
"501","IV_462",37.9404003753625,23.6938266469282
"502","IV_397",37.9404227769663,23.6938179932414
"503","IV_398",37.9404187360621,23.6938016589846
"504","IV_282",37.9404113715842,23.6937772176663
"505","IV_416",37.9404252582863,23.6937698069428
"506","IX_945",37.9404199086169,23.6937517221805
"507","IV_239",37.9403972026284,23.6937432567399
"508","IV_410",37.9404017023397,23.6937558188036
"509","IV_158",37.9404037516843,23.6937522983111
"510","IV_195",37.9403899286415,23.6937626801477
"511","IV_252",37.9403842857533,23.6937534333652
"512","IV_396",37.9403944760967,23.6937576743522
"513","IV_194",37.9403759094085,23.6937435652524
"514","IV_185",37.9403680625148,23.6937007992531
"515","IV_192",37.9403625417246,23.6937168445169
"516","IV_338",37.9403577655652,23.6937515422706
"517","IV_047",37.9403343733092,23.6937136697991
"518","IV_176",37.9403282542837,23.6937001972634
"519","IV_155",37.9403387342874,23.6936863254097
"520","IV_159",37.9403449019484,23.6936849829706
"521","IV_186",37.9403369684471,23.6936755784731
"522","IV_171",37.9403344744489,23.6936579825466
"523","IV_227",37.9403222253591,23.6936533279659
"524","IV_226",37.940326482921,23.6936649680865
"525","IV_160",37.9403228013154,23.6936609104767
"526","IX_816?",37.9403240754579,23.6936590786322
"527","IV_243",37.9403343427074,23.6937350294616
"528","IV_125",37.9403138956853,23.6937318498217
"529","IV_339",37.9403097854496,23.6937255293353
"530","IV_262",37.9403794323791,23.6937197362853
"531","IV_040",37.9402978790652,23.6937381678262
"532","IV_038",37.9402913441848,23.693741770765
"533","IV_389",37.9402880261287,23.6937443781645
"534","IV_139",37.9402808599549,23.6937523093556
"535","IV_127",37.9402805953431,23.6937445320854
"536","IV_165",37.9402892705728,23.6937528910599
"537","IV_164",37.940287158107,23.6937488257605
"538","IV_126",37.9402844227717,23.6937313059601
"539","IV_216",37.94029000926,23.6937227964174
"540","IV_212",37.9402866955259,23.6937239562366
"541","IV_232",37.9402930160658,23.6937121558852
"542","IV_351",37.9402920029148,23.6937073007632
"543","IV_214",37.9402905780691,23.6937011443255
"544","IV_051",37.9403101376755,23.6936937907181
"545","IV_004",37.9403137326499,23.6936850721212
"546","IV_022",37.9403018426102,23.6936812331379
"547","IV_002",37.9402963235316,23.6936690178959
"548","IV_005",37.9402974400201,23.6936579209399
"549","IV_001",37.9402905293935,23.6936443504368
"550","IV_003",37.9402857078254,23.6936407050011
"551","IV_021",37.9402829546399,23.6936686879193
"552","IV_170",37.9402963073013,23.6936339100033
"553","IV_509",37.9402852169776,23.6936866182412
"554","IV_043",37.9402771788612,23.6936802868449
"555","IV_142",37.9402750284897,23.6936758586777
"556","IV_041",37.9402650865533,23.693700398359
"557","IV_508",37.9402599668868,23.6936999383476
"558","IV_220",37.940256451254,23.6936993737706
"559","IV_540",37.9402489478622,23.6937007126785
"560","IV_267",37.9402587920666,23.6936887587831
"561","IV_143",37.9402580909876,23.6936836451681
"562","IV_287",37.9402504954597,23.6936711381644
"563","IV_327",37.9402580404744,23.6936643547881
"564","IV_120",37.9402612050282,23.6936767846967
"565","IV_148",37.9402723917774,23.6937483320369
"566","IV_145",37.9402732094837,23.6937618471761
"567","IV_157",37.9402701700807,23.693740069035
"568","IV_184",37.9402694269664,23.6937547025346
"569","IV_175",37.9402655562541,23.6937328049584
"570","IV_044",37.9402589312597,23.6937608575118
"571","IV_147",37.9402632508356,23.6937486785925
"572","IV_152",37.9402581313911,23.6937486476107
"573","IV_357",37.9402586722523,23.6937400726424
"574","IV_222",37.9402630796695,23.6937438893769
"575","IV_174",37.9402480679064,23.6937532724221
"576","IV_433",37.9402584294525,23.6937309876975
"577","IV_221",37.9402683366592,23.6937269166128
"578","IV_042",37.9402725618308,23.6937248107083
"579","IV_063",37.9402774482798,23.6937174364195
"580","IV_555",37.9402696337728,23.6937204324451
"581","IV_630",37.9402790667399,23.6936274998191
"582","IV_166",37.9402753332116,23.6936018974154
"583","IV_556",37.9402940074787,23.6936013266736
"584","IV_553",37.9402922710348,23.6935918268943
"585","IV_487",37.9402907925159,23.6935872035976
"586","IV_489",37.9402850072614,23.6935931170163
"587","IV_486",37.9402847194666,23.6935830307979
"588","IV_485",37.9402903885145,23.6935809256831
"589","IV_488",37.940278681007,23.6935786439064
"590","IV_167",37.9402728405809,23.6935834513987
"591","IV_234",37.9402814849408,23.6935800205829
"592","IV_565",37.9402704030826,23.6935674735205
"593","IV_564",37.9402751949114,23.6935618294088
